code,name,description
Q655,"Congenital partial dislocation of hip, unspecified","A medical condition known as congenital partial dislocation of hip, unspecified."
Q656,Congenital unstable hip,A medical condition known as congenital unstable hip.
Q6581,Congenital coxa valga,A medical condition known as congenital coxa valga.
Q6582,Congenital coxa vara,A medical condition known as congenital coxa vara.
Q6589,Other specified congenital deformities of hip,A medical condition known as other specified congenital deformities of hip.
Q659,"Congenital deformity of hip, unspecified","A medical condition known as congenital deformity of hip, unspecified."
Q660,Congenital talipes equinovarus,A medical condition known as congenital talipes equinovarus.
Q6622,Congenital metatarsus adductus,A medical condition known as congenital metatarsus adductus.
Q663,Other congenital varus deformities of feet,A medical condition known as other congenital varus deformities of feet.
Q664,Congenital talipes calcaneovalgus,A medical condition known as congenital talipes calcaneovalgus.
Q6650,"Congenital pes planus, unspecified foot","A medical condition known as congenital pes planus, unspecified foot."
Q6651,"Congenital pes planus, right foot","A medical condition known as congenital pes planus, right foot."
Q6652,"Congenital pes planus, left foot","A medical condition known as congenital pes planus, left foot."
Q666,Other congenital valgus deformities of feet,A medical condition known as other congenital valgus deformities of feet.
Q667,Congenital pes cavus,A medical condition known as congenital pes cavus.
Q6680,"Congenital vertical talus deformity, unspecified foot","A medical condition known as congenital vertical talus deformity, unspecified foot."
Q6681,"Congenital vertical talus deformity, right foot","A medical condition known as congenital vertical talus deformity, right foot."
Q6682,"Congenital vertical talus deformity, left foot","A medical condition known as congenital vertical talus deformity, left foot."
Q6689,Other  specified congenital deformities of feet,A medical condition known as other  specified congenital deformities of feet.
Q669,"Congenital deformity of feet, unspecified","A medical condition known as congenital deformity of feet, unspecified."
Q670,Congenital facial asymmetry,A medical condition known as congenital facial asymmetry.
Q671,Congenital compression facies,A medical condition known as congenital compression facies.
Q672,Dolichocephaly,A medical condition known as dolichocephaly.
Q673,Plagiocephaly,A medical condition known as plagiocephaly.
Q674,"Other congenital deformities of skull, face and jaw","A medical condition known as other congenital deformities of skull, face and jaw."
Q675,Congenital deformity of spine,A medical condition known as congenital deformity of spine.
Q676,Pectus excavatum,A medical condition known as pectus excavatum.
Q677,Pectus carinatum,A medical condition known as pectus carinatum.
Q678,Other congenital deformities of chest,A medical condition known as other congenital deformities of chest.
Q680,Congenital deformity of sternocleidomastoid muscle,A medical condition known as congenital deformity of sternocleidomastoid muscle.
Q681,Congenital deformity of finger(s) and hand,A medical condition known as congenital deformity of finger(s) and hand.
Q682,Congenital deformity of knee,A medical condition known as congenital deformity of knee.
Q683,Congenital bowing of femur,A medical condition known as congenital bowing of femur.
Q684,Congenital bowing of tibia and fibula,A medical condition known as congenital bowing of tibia and fibula.
Q688,Other specified congenital musculoskeletal deformities,A medical condition known as other specified congenital musculoskeletal deformities.
Q690,Accessory finger(s),A medical condition known as accessory finger(s).
Q691,Accessory thumb(s),A medical condition known as accessory thumb(s).
Q692,Accessory toe(s),A medical condition known as accessory toe(s).
Q699,"Polydactyly, unspecified","A medical condition known as polydactyly, unspecified."
Q7000,"Fused fingers, unspecified hand","A medical condition known as fused fingers, unspecified hand."
Q7001,"Fused fingers, right hand","A medical condition known as fused fingers, right hand."
Q7002,"Fused fingers, left hand","A medical condition known as fused fingers, left hand."
Q7003,"Fused fingers, bilateral","A medical condition known as fused fingers, bilateral."
Q7010,"Webbed fingers, unspecified hand","A medical condition known as webbed fingers, unspecified hand."
Q7011,"Webbed fingers, right hand","A medical condition known as webbed fingers, right hand."
Q7012,"Webbed fingers, left hand","A medical condition known as webbed fingers, left hand."
Q7013,"Webbed fingers, bilateral","A medical condition known as webbed fingers, bilateral."
Q7020,"Fused toes, unspecified foot","A medical condition known as fused toes, unspecified foot."
Q7021,"Fused toes, right foot","A medical condition known as fused toes, right foot."
Q7022,"Fused toes, left foot","A medical condition known as fused toes, left foot."
Q7023,"Fused toes, bilateral","A medical condition known as fused toes, bilateral."
Q7030,"Webbed toes, unspecified foot","A medical condition known as webbed toes, unspecified foot."
Q7031,"Webbed toes, right foot","A medical condition known as webbed toes, right foot."
Q7032,"Webbed toes, left foot","A medical condition known as webbed toes, left foot."
Q7033,"Webbed toes, bilateral","A medical condition known as webbed toes, bilateral."
Q704,"Polysyndactyly, unspecified","A medical condition known as polysyndactyly, unspecified."
Q709,"Syndactyly, unspecified","A medical condition known as syndactyly, unspecified."
Q7100,Congenital complete absence of unspecified upper limb,A medical condition known as congenital complete absence of unspecified upper limb.
Q7101,Congenital complete absence of right upper limb,A medical condition known as congenital complete absence of right upper limb.
Q7102,Congenital complete absence of left upper limb,A medical condition known as congenital complete absence of left upper limb.
Q7103,"Congenital complete absence of upper limb, bilateral","A medical condition known as congenital complete absence of upper limb, bilateral."
Q770,Achondrogenesis,A medical condition known as achondrogenesis.
Q771,Thanatophoric short stature,A medical condition known as thanatophoric short stature.
Q772,Short rib syndrome,A medical condition known as short rib syndrome.
Q773,Chondrodysplasia punctata,A medical condition known as chondrodysplasia punctata.
Q774,Achondroplasia,A medical condition known as achondroplasia.
Q775,Diastrophic dysplasia,A medical condition known as diastrophic dysplasia.
Q776,Chondroectodermal dysplasia,A medical condition known as chondroectodermal dysplasia.
Q777,Spondyloepiphyseal dysplasia,A medical condition known as spondyloepiphyseal dysplasia.
Q778,Other osteochondrodysplasia with defects of growth of tubula,A medical condition known as other osteochondrodysplasia with defects of growth of tubula.
